Number,Location,Site,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,Genspe,MaxSizeTL,Diet,Schooling,Movimentation,sstmean
682,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.7,21.9,0.153,UAE18---_HETEVULG_18.7,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
683,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,11.6,14.2,0.034,UAE18---_HETEVULG_11.6,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
684,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.5,18.7,0.085,UAE18---_HETEVULG_15.5,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
685,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,483,UAE18483,Pseudochromidae,Pseudochromis,aldabraensis,PSEUALDA,25.6,32,0.304,UAE18483_PSEUALDA_25.6,25.49257,56.36386,Vial,Pse. aldabraensis,10,FisCep,Solitr,BnthDw,28.25
686,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,484,UAE18484,Gobiidae,Priolepis,semidoliata,PRIOSEMI,19,23.1,0.156,UAE18484_PRIOSEMI_19,25.49257,56.36386,Vial,Pri. semidoliata,4,InvMob,Pairng,BnthDw,28.25
687,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,485,UAE18485,Gobiidae,Priolepis,semidoliata,PRIOSEMI,19.4,25.2,0.256,UAE18485_PRIOSEMI_19.4,25.49257,56.36386,Vial,Pri. semidoliata,4,InvMob,Pairng,BnthDw,28.25
688,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,486,UAE18486,Gobiidae,Priolepis,randalli,PRIORAND,20.6,27,0.248,UAE18486_PRIORAND_20.6,25.49257,56.36386,Vial,Pri. randalli,5.1,InvMob,Pairng,BnthDw,28.25
689,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,487,UAE18487,Gobiidae,Trimma,speA,TRIMSPEA,21.3,25.8,0.26,UAE18487_TRIMSPEA_21.3,25.49257,56.36386,Vial,Tri. speA,2.5,InvMob,Solitr,BnthDw,28.25
690,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,488,UAE18488,Apogonidae,Apogon,coccineus,APOGCOCC,41.1,50.8,2.613,UAE18488_APOGCOCC_41.1,25.49257,56.36386,Comm,Apo. coccineus,6,InvMob,Solitr,BnthDw,28.25
691,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,489,UAE18489,Pomacentridae,Chromis,xanthopterygius,CHROXANT,60,81,7.716,UAE18489_CHROXANT_60,25.49257,56.36386,Comm,Chr. xanthopterygius,11.5,Plktiv,SmaGrp,BnthDw,28.25
692,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,490,UAE18490,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,42.5,60.6,2.994,UAE18490_NEOPCYAN_42.5,25.49257,56.36386,Comm,Neo. cyanomos,10,Plktiv,MedGrp,BnthDw,28.25
693,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,491,UAE18491,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,30.6,41.8,1.141,UAE18491_NEOPCYAN_30.6,25.49257,56.36386,Comm,Neo. cyanomos,10,Plktiv,MedGrp,BnthDw,28.25
694,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,492,UAE18492,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,33.6,44.4,1.477,UAE18492_NEOPCYAN_33.6,25.49257,56.36386,Comm,Neo. cyanomos,10,Plktiv,MedGrp,BnthDw,28.25
695,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,493,UAE18493,Muraenidae,Gymnothorax,speA,GYMNSPEA,193,195,10.38,UAE18493_GYMNSPEA_193,25.49257,56.36386,Comm,Gym. speA,59.5,InvMob,Solitr,BnthDw,28.25
696,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,494,UAE18494,Muraenidae,Gymnothorax,speA,GYMNSPEA,84.1,88.1,0.858,UAE18494_GYMNSPEA_84.1,25.49257,56.36386,Comm,Gym. speA,59.5,InvMob,Solitr,BnthDw,28.25
697,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,495,UAE18495,Muraenidae,Gymnothorax,speA,GYMNSPEA,82.6,88,0.802,UAE18495_GYMNSPEA_82.6,25.49257,56.36386,Comm,Gym. speA,59.5,InvMob,Solitr,BnthDw,28.25
698,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,496,UAE18496,Syngnathidae,Corythoichthys,speA,CORYSPEA,64.8,66.3,0.178,UAE18496_CORYSPEA_64.8,25.49257,56.36386,Vial,Cor. speA,12,InvMob,Pairng,BnthDw,28.25
699,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,497,UAE18497,Gobiidae,Gnatholepis,speA,GNATSPEA,17.7,22.7,0.125,UAE18497_GNATSPEA_17.7,25.49257,56.36386,Vial,Gna. speA,6,InvMob,Solitr,BnthDw,28.25
700,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,498,UAE18498,Blenniidae,Ecsenius,pulcher,ECSEPULC,43.6,50.8,1.567,UAE18498_ECSEPULC_43.6,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
701,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,499,UAE18499,Blenniidae,Ecsenius,pulcher,ECSEPULC,33,39.5,0.721,UAE18499_ECSEPULC_33,25.49257,56.36386,Vial,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
702,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,500,UAE18500,Blenniidae,Ecsenius,pulcher,ECSEPULC,35.7,45.8,0.864,UAE18500_ECSEPULC_35.7,25.49257,56.36386,Vial,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
703,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,501,UAE18501,Blenniidae,Ecsenius,pulcher,ECSEPULC,35.9,42.8,0.855,UAE18501_ECSEPULC_35.9,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
704,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,502,UAE18502,Blenniidae,Ecsenius,pulcher,ECSEPULC,39.3,52,1.087,UAE18502_ECSEPULC_39.3,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
705,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,503,UAE18503,Blenniidae,Ecsenius,pulcher,ECSEPULC,36.7,48.8,0.892,UAE18503_ECSEPULC_36.7,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
706,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,504,UAE18504,Blenniidae,Ecsenius,pulcher,ECSEPULC,29.6,36,0.539,UAE18504_ECSEPULC_29.6,25.49257,56.36386,Vial,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
707,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,505,UAE18505,Blenniidae,Ecsenius,pulcher,ECSEPULC,35.1,41.7,0.88,UAE18505_ECSEPULC_35.1,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
708,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,506,UAE18506,Blenniidae,Ecsenius,pulcher,ECSEPULC,34.2,31.3,0.787,UAE18506_ECSEPULC_34.2,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
709,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,507,UAE18507,Blenniidae,Ecsenius,pulcher,ECSEPULC,32.9,40.2,0.715,UAE18507_ECSEPULC_32.9,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
710,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,508,UAE18508,Blenniidae,Ecsenius,pulcher,ECSEPULC,27.5,33.5,0.496,UAE18508_ECSEPULC_27.5,25.49257,56.36386,Vial,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
711,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,509,UAE18509,Gobiidae,Eviota,guttata,EVIOGUTT,18.6,24,0.138,UAE18509_EVIOGUTT_18.6,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
712,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,510,UAE18510,Gobiidae,Eviota,guttata,EVIOGUTT,21.2,26.1,0.202,UAE18510_EVIOGUTT_21.2,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
713,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,511,UAE18511,Gobiidae,Eviota,guttata,EVIOGUTT,18.6,22.5,0.146,UAE18511_EVIOGUTT_18.6,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
714,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,512,UAE18512,Gobiidae,Eviota,guttata,EVIOGUTT,19.2,23.5,0.196,UAE18512_EVIOGUTT_19.2,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
715,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,513,UAE18513,Gobiidae,Eviota,guttata,EVIOGUTT,20.7,25,0.199,UAE18513_EVIOGUTT_20.7,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
716,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,514,UAE18514,Gobiidae,Eviota,guttata,EVIOGUTT,18.2,22.9,0.161,UAE18514_EVIOGUTT_18.2,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
717,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,515,UAE18515,Gobiidae,Eviota,guttata,EVIOGUTT,19.2,23.4,0.168,UAE18515_EVIOGUTT_19.2,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
718,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,516,UAE18516,Gobiidae,Eviota,guttata,EVIOGUTT,17.3,21,0.117,UAE18516_EVIOGUTT_17.3,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
719,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,517,UAE18517,Gobiidae,Eviota,guttata,EVIOGUTT,17.2,21.6,0.135,UAE18517_EVIOGUTT_17.2,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
720,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,518,UAE18518,Gobiidae,Coryogalops,anomalus,CORYANOM,25.4,30.9,0.353,UAE18518_CORYANOM_25.4,25.49257,56.36386,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,28.25
721,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,519,UAE18519,Gobiidae,Coryogalops,anomalus,CORYANOM,23.6,29.2,0.278,UAE18519_CORYANOM_23.6,25.49257,56.36386,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,28.25
722,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,520,UAE18520,Gobiidae,Coryogalops,anomalus,CORYANOM,25,30.9,0.313,UAE18520_CORYANOM_25,25.49257,56.36386,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,28.25
723,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,521,UAE18521,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.4,21.4,0.11,UAE18521_ENNEVENT_17.4,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
724,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,522,UAE18522,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.7,23.4,0.158,UAE18522_ENNEVENT_19.7,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
725,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,523,UAE18523,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,20.6,0.102,UAE18523_ENNEVENT_16.6,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
726,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,524,UAE18524,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.9,19.7,0.08,UAE18524_ENNEVENT_15.9,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
727,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,525,UAE18525,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.7,19.4,0.085,UAE18525_ENNEVENT_15.7,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
728,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,526,UAE18526,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,22.3,0.116,UAE18526_ENNEVENT_17.9,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
729,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,527,UAE18527,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.1,19.9,0.09,UAE18527_ENNEVENT_17.1,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
730,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,528,UAE18528,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18,21.8,0.143,UAE18528_ENNEVENT_18,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
731,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,529,UAE18529,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.4,21.7,0.114,UAE18529_ENNEVENT_18.4,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
732,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,530,UAE18530,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.5,19.8,0.084,UAE18530_ENNEVENT_16.5,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
733,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,531,UAE18531,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.6,22.6,0.126,UAE18531_ENNEVENT_18.6,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
734,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,532,UAE18532,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21.8,25.3,0.182,UAE18532_HELCFUSC_21.8,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
735,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,533,UAE18533,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,33.6,41.3,0.746,UAE18533_HELCFUSC_33.6,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
736,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,534,UAE18534,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.4,26.7,0.236,UAE18534_HELCFUSC_23.4,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
737,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,535,UAE18535,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,27.8,33.5,0.466,UAE18535_HELCFUSC_27.8,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
738,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,536,UAE18536,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,32.7,38.7,0.605,UAE18536_HELCFUSC_32.7,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
739,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,537,UAE18537,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,29.7,36.9,0.541,UAE18537_HELCFUSC_29.7,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
740,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,538,UAE18538,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.9,27.7,0.246,UAE18538_HELCFUSC_22.9,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
741,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,539,UAE18539,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.1,26.2,0.211,UAE18539_HELCFUSC_22.1,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
742,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,540,UAE18540,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,28.7,35.5,0.505,UAE18540_HELCFUSC_28.7,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
743,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,541,UAE18541,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,20.4,24.2,0.147,UAE18541_HELCFUSC_20.4,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
744,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,542,UAE18542,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,30.6,36,0.573,UAE18542_HELCFUSC_30.6,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
745,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,543,UAE18543,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.2,28.1,0.247,UAE18543_HELCFUSC_23.2,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
746,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,544,UAE18544,Gobiidae,Hetereleotris,vulgaris,HETEVULG,23.1,27.9,0.318,UAE18544_HETEVULG_23.1,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
747,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,545,UAE18545,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18,21.8,0.141,UAE18545_HETEVULG_18,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
748,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,546,UAE18546,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.5,24.1,0.184,UAE18546_HETEVULG_20.5,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
749,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,547,UAE18547,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.3,24.9,0.236,UAE18547_HETEVULG_20.3,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
750,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,548,UAE18548,Gobiidae,Hetereleotris,vulgaris,HETEVULG,24.5,29.7,0.356,UAE18548_HETEVULG_24.5,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
751,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,549,UAE18549,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.6,25.2,0.21,UAE18549_HETEVULG_20.6,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
752,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,550,UAE18550,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.9,26.8,0.258,UAE18550_HETEVULG_21.9,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
753,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,551,UAE18551,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.3,23.3,0.161,UAE18551_HETEVULG_19.3,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
754,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,552,UAE18552,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.6,22.3,0.147,UAE18552_HETEVULG_18.6,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
755,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,553,UAE18553,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.9,22.5,0.163,UAE18553_HETEVULG_18.9,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
756,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,554,UAE18554,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.4,20.4,0.128,UAE18554_HETEVULG_17.4,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
757,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,28.7,33.5,0.48,UAE18---_HELCFUSC_28.7,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
758,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.6,27.8,0.326,UAE18---_HELCFUSC_23.6,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
759,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,20.9,23.9,0.205,UAE18---_HELCFUSC_20.9,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
760,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.9,23.7,0.222,UAE18---_HELCFUSC_22.9,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
761,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21.7,25.6,0.251,UAE18---_HELCFUSC_21.7,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
762,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21.8,26.2,0.278,UAE18---_HELCFUSC_21.8,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
763,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.2,26.1,0.264,UAE18---_HELCFUSC_22.2,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
764,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,26,30.8,0.436,UAE18---_HELCFUSC_26,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
765,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23,26.9,0.314,UAE18---_HELCFUSC_23,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
766,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.3,27.2,0.338,UAE18---_HELCFUSC_23.3,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
767,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.3,29.1,0.305,UAE18---_HELCFUSC_25.3,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
768,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.6,27.6,0.278,UAE18---_HELCFUSC_23.6,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
