Family,Species,SpecCode,MaxSizeTL,Diet,Schooling,Position,a,b,FormFactor,Linf,LinfType,LinfTL,K,Kmax,O,lon,lat,sstmean,pelnpp,Method,Country,Locality,GrowthRef
Labridae,Scarus rubroviolaceus,5555,70,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.01259,3.03,0.013828202,37.6,FL,41.338944,0.66,0.19593475,3.546593881,144.75,13.5,28.98428293,32.93690684,Otolith rings,Micronesia,Guam,"Taylor and Choat (2014) Comparative demography of commercially important parrotfish species from Micronesia. J Fish Biol, 84: 383-402"
Labridae,Scarus rubroviolaceus,5555,70,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.01259,3.03,0.013828202,30.83,FL,33.8957352,0.431,0.080956036,3.16273165,55.5,-4.5,28.51449454,122.1698137,Otolith rings,Seychelles,Seychelles Bank and Amirantes Plateau,"Grandcourt (2002) Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study. Mar Freshw Res, 53: 123-130"
Labridae,Scarus rubroviolaceus,5555,70,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.01259,3.03,0.013828202,53.8,FL,59.149872,0.389,0.263810113,3.675773853,-155.05,19.75,25.65919993,101.1341746,Otolith rings,Hawaii,Hilo,"DeMartini et al. (2018) Comparative growth, age at maturity and sex change, and longevity of Hawaiian parrotfishes, with bomb radiocarbon validation. Can J Fish Aquat Sci, 75(4): 580-589"
Labridae,Scarus rubroviolaceus,5555,70,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.01259,3.03,0.013828202,42.4,FL,46.616256,0.58,0.227148122,3.610791564,-170.8,-14.5,28.9795003,36.66731966,Otolith rings,American Samoa,Tutuila,"Taylor and Pardee (2017) Growth and maturation of the redlip parrotfish Scarus rubroviolaceus. J Fish Biol, 90:2452-2461"
Labridae,Scarus scaber,7913,37,Herbivore-detritivore,Medium groups,Bentho-pelagic Reef dwelling,0.0138,3,0.0138,26,TL,26,0.83,0.370900748,3.149462246,73,8.3,29.26232066,157.6338585,Length-Frequency,India,Lakshadweep lagoons,48600
Labridae,Scarus schlegeli,4975,40,Herbivore-detritivore,Medium groups,Bentho-pelagic Reef dwelling,0.01862,3.04,0.021100837,28.8,SL,33.10344828,0.224,0.144581887,2.866383555,145.4,-14.7,26.86426235,162.6701619,Otolith rings,Australia,"Lizard Is. (14_�40'S, 145_�28'E)",13619
Labridae,Scarus schlegeli,4975,40,Herbivore-detritivore,Medium groups,Bentho-pelagic Reef dwelling,0.01862,3.04,0.021100837,23.9,SL,27.47126437,0.403,0.16896424,2.934064466,145.4,-14.7,26.86426235,162.6701619,Otolith rings,Australia,northern Great Barrier Reef,52229
Labridae,Scarus schlegeli,4975,40,Herbivore-detritivore,Medium groups,Bentho-pelagic Reef dwelling,0.01862,3.04,0.021100837,25.2,FL,25.2,1.03,0.353690688,3.254893292,144.75,13.5,28.98428293,32.93690684,Otolith rings,Micronesia,Guam,"Taylor and Choat (2014) Comparative demography of commercially important parrotfish species from Micronesia. J Fish Biol, 84: 383-402"
Labridae,Scarus vetula,1157,61,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.0138,3.03,0.015157204,53.4,FL,55.22233713,0.599,0.476189987,3.794447352,-64.69,18.33,27.87900795,94.28083737,Mark-recapture,Virgin Islands US,NA,312
Labridae,Semicossyphus pulcher,3671,91,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00891,3.03,0.009786282,45.54,SL,54.77685708,0.168,0.05211974,3.234218656,-119.5,33.3,15.61070691,458.29767,Other rings,United States,"San Nicolas Island, California","Caselle et al. (2011) Geographic variation in density, demography, and life history traits of a harvested, sex-changing, temperate reef fish. Can J Fish Aquat Sci, 68: 288-303"
Labridae,Semicossyphus pulcher,3671,91,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00891,3.03,0.009786282,33.07,SL,39.77757276,0.352,0.052217994,3.235036596,-118.45,33.45,17.83183989,314.8768965,Other rings,United States,"Catalina Island, California","Caselle et al. (2011) Geographic variation in density, demography, and life history traits of a harvested, sex-changing, temperate reef fish. Can J Fish Aquat Sci, 68: 288-303"
Labridae,Semicossyphus pulcher,3671,91,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00891,3.03,0.009786282,33.84,SL,40.70375151,0.271,0.042393205,3.144512668,-118.6,32.9,17.20199237,237.7895428,Other rings,United States,"San Clemente, California","Caselle et al. (2011) Geographic variation in density, demography, and life history traits of a harvested, sex-changing, temperate reef fish. Can J Fish Aquat Sci, 68: 288-303"
Labridae,Semicossyphus pulcher,3671,91,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00891,3.03,0.009786282,36.89,SL,44.37238159,0.128,0.024431803,2.905171937,-116.1,30.5,17.18795576,739.6056158,Other rings,Mexico,"San Martin, Baja California","Caselle et al. (2011) Geographic variation in density, demography, and life history traits of a harvested, sex-changing, temperate reef fish. Can J Fish Aquat Sci, 68: 288-303"
Labridae,Semicossyphus pulcher,3671,91,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00891,3.03,0.009786282,43.27,SL,52.04643403,0.152,0.041911479,3.139549399,-115.2,29.4,17.40298616,774.6520225,Other rings,Mexico,"Punta Canoas, Baja California","Caselle et al. (2011) Geographic variation in density, demography, and life history traits of a harvested, sex-changing, temperate reef fish. Can J Fish Aquat Sci, 68: 288-303"
Labridae,Semicossyphus pulcher,3671,91,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00891,3.03,0.009786282,26.65,SL,32.05540714,0.377,0.033999875,3.048693739,-115.3,28.3,18.74492893,338.2693915,Other rings,Mexico,"Cedros Island, Baja California","Caselle et al. (2011) Geographic variation in density, demography, and life history traits of a harvested, sex-changing, temperate reef fish. Can J Fish Aquat Sci, 68: 288-303"
Labridae,Semicossyphus pulcher,3671,91,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00891,3.03,0.009786282,33.25,SL,39.99408208,0.229,0.034399243,3.053765305,-114.1,27,19.06294715,799.5064454,Other rings,Mexico,"Bahia Tortugas, Baja California","Caselle et al. (2011) Geographic variation in density, demography, and life history traits of a harvested, sex-changing, temperate reef fish. Can J Fish Aquat Sci, 68: 288-303"
Labridae,Sparisoma atomarium,3675,25,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.0115,3.04,0.013032203,10.1,SL,12.6837214,1.828,0.380382816,2.814271223,-78.8,9.6,28.77987676,117.935005,Otolith rings,Panama,San Blas (southwestern Caribbean),52229
Labridae,Sparisoma aurofrenatum,1158,28,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.01072,3.12,0.015601084,17.8,SL,23.3625,0.669,0.435223803,3.074728896,-78.8,9.6,28.77987676,117.935005,Otolith rings,Panama,San Blas (southwestern Caribbean),52229
Labridae,Sparisoma chrysopterum,1159,46,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.01072,3.09,0.014204135,41.8,FL,46.5854312,0.782,0.80560437,3.816080227,-64.69,18.33,27.87900795,94.28083737,Mark-recapture,Virgin Islands US,NA,312
Labridae,Sparisoma chrysopterum,1159,46,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.01072,3.09,0.014204135,25.8,SL,28.494,0.627,0.203304619,3.21810566,-78.8,9.6,28.77987676,117.935005,Otolith rings,Panama,San Blas (southwestern Caribbean),52229
Labridae,Sparisoma cretense,13025,50,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.00933,3.08,0.011981788,35.1,TL,35.1,0.298,0.130031596,3.096230708,18.1,42.5,19.21084453,163.2190492,Scale rings,Croatia,Southern-Middle Adriatic Sea,57490
Labridae,Sparisoma frondosum,61101,50,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.01023,3.07,0.012733144,36,TL,36,0.33,0.153180729,3.154456783,-34.7,-7.8,27.64920316,114.9219343,Otolith rings,Brazil,"Itamaraca Island, Pernambuco, Northeastern coast",103973
Labridae,Sparisoma rubripinne,1160,47.8,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.00891,3.04,0.010097124,46.5,FL,50.54347826,0.584,0.664483532,3.707739895,-64.69,18.33,27.87900795,94.28083737,Mark-recapture,Virgin Islands US,NA,312
Labridae,Sparisoma rubripinne,1160,47.8,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.00891,3.04,0.010097124,23.5,SL,29.12019827,0.811,0.257686049,3.296346579,-78.8,9.6,28.77987676,117.935005,Otolith rings,Panama,San Blas (southwestern Caribbean),52229
Labridae,Sparisoma strigatum,22546,58.2,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.01023,3.07,0.012733144,25.2,SL,32.56848,0.993,0.255809117,3.531252641,-5.7,-18.9,22.38181805,80.88211593,Otolith rings,St. Helena,St. Helena Is.,52229
Labridae,Sparisoma viride,1161,64,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.0138,3.04,0.015638644,29,FL,32.27601558,0.963,0.197624344,3.474329441,-64.69,18.33,27.87900795,94.28083737,Mark-recapture,Virgin Islands US,St. John,1475
Labridae,Sparisoma viride,1161,64,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.0138,3.04,0.015638644,26.4,SL,32.87671233,0.82,0.175612373,3.42304411,-78.8,9.6,28.77987676,117.935005,Otolith rings,Panama,San Blas Archipelago,45649
Labridae,Sparisoma viride,1161,64,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.0138,3.04,0.015638644,27.5,SL,34.24657534,0.71,0.167114466,3.401503045,-59.65,13.1,28.10585862,82.23658121,Otolith rings,Barbados,NA,45649
Labridae,Sparisoma viride,1161,64,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.0138,3.04,0.015638644,28.1,SL,34.99377335,0.6,0.148454125,3.350081268,-66.75,11.83,27.7978402,309.4710217,Otolith rings,Venezuela,Los Roques Archipelago,45649
Labridae,Sparisoma viride,1161,64,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.0138,3.04,0.015638644,35.7,SL,44.45828144,0.45,0.193714951,3.465652141,-76.09,23.08,27.07117892,274.0764239,Otolith rings,Bahamas,Lee Stocking Island,45649
Labridae,Sparisoma viride,1161,64,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.0138,3.04,0.015638644,28,SL,34.86924035,0.559,0.137173732,3.315759953,-78.8,9.6,28.77987676,117.935005,Otolith rings,Panama,San Blas (southwestern Caribbean),52229
Labridae,Sparisoma viride,1161,64,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.0138,3.04,0.015638644,35.7,SL,44.45828144,0.458,0.197158773,3.473305105,-76.09,23.08,27.07117892,274.0764239,Otolith rings,Bahamas,Lee Stocking Island,52229
Labridae,Sparisoma viride,1161,64,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.0138,3.04,0.015638644,24.62,SL,30.66002491,0.9,0.164002249,3.393338802,-80.5,24.96,26.97734529,326.5792667,Otolith rings,United States,"Florida Keys, inshore reefs","Paddack et al. (2009) Small-scale demographic variation in the stoplight parrotfish Sparisoma viride. J Fish Biol, 75: 2509-2526"
Labridae,Sparisoma viride,1161,64,Herbivore-detritivore,Small groups,Bentho-pelagic Reef dwelling,0.0138,3.04,0.015638644,26.99,SL,33.61145704,1,0.225396865,3.53143687,-80.48,24.94,26.91416336,252.0157567,Otolith rings,United States,"Florida Keys, offshore reefs","Paddack et al. (2009) Small-scale demographic variation in the stoplight parrotfish Sparisoma viride. J Fish Biol, 75: 2509-2526"
Labridae,Stethojulis albovittata,8025,14,Mobile invertebrate feeder,Small groups,Benthic Reef dwelling,0.01,3.06,0.012063685,13.5,TL,13.5,1.2,1.10255882,2.711344279,73,8.3,29.26232066,157.6338585,Length-Frequency,India,Lakshadweep lagoon,48600
Labridae,Stethojulis trilineata,6622,15,Mobile invertebrate feeder,Small groups,Benthic Reef dwelling,0.01047,3.09,0.013872882,15,TL,15,1.1,1.1,2.80695952,73,8.3,29.26232066,157.6338585,Length-Frequency,India,Lakshadweep lagoon,48600
Labridae,Symphodus cinereus,1791,16,Mobile invertebrate feeder,Medium groups,Bentho-pelagic Reef associated,0.01122,3.07,0.013965383,12.85,TL,12.85,0.357,0.213902536,2.143365326,11,35,21.00000263,2015.29618,Scale rings,Tunisia,Tunisian coasts,57500
Labridae,Symphodus cinereus,1791,16,Mobile invertebrate feeder,Medium groups,Bentho-pelagic Reef associated,0.01122,3.07,0.013965383,14.9,TL,14.9,0.3195,0.27052123,2.245350746,-1.5,44.6,16.02467388,359.146736,Unknown,France,Arcachon,312
Labridae,Symphodus mediterraneus,4578,21.8,Mobile invertebrate feeder,Pair,Bentho-pelagic Reef associated,0.01023,3,0.01023,16.35,TL,16.35,0.549,0.284667055,2.510033384,3.8,43.3,16.75457626,275.8153873,Unknown,France,"S�_te, Mediterranean",312
Labridae,Symphodus melops,59,33.5,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.00891,3.09,0.011805862,22.8,TL,22.8,0.3585,0.145054685,2.747659373,-4,48.8,12.821061,302.0192804,Unknown,France,Roscoff,312
Labridae,Symphodus melops,59,33.5,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.00891,3.09,0.011805862,24.5,TL,24.5,0.254,0.121707197,2.671443872,-4.4,52.4,12.02788036,402.0199617,Otolith rings,United Kingdom (Scotland),West coast,12344
Labridae,Symphodus ocellatus,1792,14.1,Mobile invertebrate feeder,Solitary,Bentho-pelagic Reef dwelling,0.01202,3.13,0.018048639,10.55,TL,10.55,0.797,0.399405988,2.338774053,5.9,43,17.70894794,172.0625392,Unknown,France,Toulon,312
Labridae,Symphodus roissali,1709,22.6,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01122,3,0.01122,13.3,TL,13.3,0.605,0.180334618,2.347508671,3.8,43.3,16.75457626,275.8153873,Unknown,France,"S�_te, Mediterranean",312
Labridae,Symphodus roissali,1709,22.6,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01122,3,0.01122,16.5,TL,16.5,0.346,0.168718372,2.318591943,3.22,42.05,17.06961899,247.9451315,Otolith rings,Spain,"Catalan coast; M is for Medas Is., 1996-99",41032
Labridae,Symphodus rostratus,4580,18.4,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00832,3.02,0.008856932,11.1,TL,11.1,0.8035,0.251500261,2.307368057,5.9,43,17.70894794,172.0625392,Unknown,France,Toulon,312
Labridae,Symphodus rostratus,4580,18.4,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00832,3.02,0.008856932,14.2,TL,14.2,0.363,0.20011937,2.208118744,7.31,43.67,18.4308516,184.7082017,Unknown,France,Villefranche-sur-Mer,312
Labridae,Symphodus tinca,1708,52.5,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.00955,3.02,0.010166311,22.2,TL,22.2,0.269,0.037210294,2.523967613,10.5,34,21.37700096,577.4069231,Scale rings,Tunisia,Gabes Gulf,57538
Labridae,Symphodus tinca,1708,52.5,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.00955,3.02,0.010166311,35.2,TL,35.2,0.2535,0.101150662,2.958273244,16,43,18.63225024,144.1309332,Otolith rings,Croatia,Middle-eastern Adriatic Sea,56713
Labridae,Symphodus tinca,1708,52.5,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.00955,3.02,0.010166311,28.05,TL,28.05,0.246,0.058250393,2.718603377,3.8,43.3,16.75457626,275.8153873,Unknown,France,"S�_te, Mediterranean",312
Labridae,Symphodus tinca,1708,52.5,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.00955,3.02,0.010166311,30.6,TL,30.6,0.808,0.23368,3.321926058,2.6,41.5,18.14329192,235.2606314,Otolith rings,Spain,Catalan coast,41032
Labridae,Tautoga onitis,458,91,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01349,3.05,0.015772915,73.3,TL,73.3,0.0875,0.052963248,3.271007633,-76,37,16.12822522,1245.848611,Other rings,USA,Virginia coast,6486
Labridae,Tautoga onitis,458,91,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01349,3.05,0.015772915,53.85,TL,53.85,0.1645,0.048674496,3.234334489,-71.6,41.3,12.00417896,575.6129032,Other rings,USA,Rhode Island,312
Labridae,Tautogolabrus adspersus,3672,38,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.00851,3.05,0.009950148,26.95,TL,26.95,0.2305,0.103827559,2.683069362,-72,41.3,11.79599285,818.0290425,Unknown,USA,"Fisher I. Sound, Connecticut, 41_�20'N 71_�55'W, 20 m",312
Labridae,Tautogolabrus adspersus,3672,38,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.00851,3.05,0.009950148,37,TL,37,0.152,0.142876724,2.8217182,-60,49,5.679498521,134.5890131,Unknown,Canda,Gulf of St. Lawrence,312
Labridae,Tautogolabrus adspersus,3672,38,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.00851,3.05,0.009950148,28.5,TL,28.5,0.198,0.101549113,2.673432853,-70.7,41.7,11.13800708,908.7155453,Scale rings,USA,"Weweantic River Estuary, Massachusetts",1009
Labridae,Thalassoma hardwicke,5643,20,Mobile invertebrate feeder,Small groups,Benthic Reef dwelling,0.00977,3.05,0.011423378,18.8,TL,18.8,1,0.866220394,2.957384076,73,8.3,29.26232066,157.6338585,Length-Frequency,India,Lakshadweep lagoon,48600
Labridae,Xiphocheilus typus,8304,14.8,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.00955,3.05,0.011166148,17.8,TL,17.8,0.76,1.166446929,2.783100939,104,4,29.33349051,90.98613802,Length-Frequency,Malaysia,Peninsular east coast,52110
Labridae,Xyrichtys novacula,4581,38,Mobile invertebrate feeder,Solitary,Bentho-pelagic Reef associated,0.0123,2.8,0.0065812,26.1,TL,26.1,0.264,0.118571041,2.44018152,2.6,39.4,19.59765254,151.1643876,Unknown,Spain,Balearic Islands,312
Labridae,Xyrichtys novacula,4581,38,Mobile invertebrate feeder,Solitary,Bentho-pelagic Reef associated,0.0123,2.8,0.0065812,23.4,TL,23.4,0.289,0.102853744,2.378422992,12.95,40.85,19.66409056,145.2868517,Otolith rings,Italy,Ponza Island,57595
Lethrinidae,Gymnocranius audleyi,1835,40,Mobile invertebrate feeder,Small groups,Benthic Reef dwelling,0.02042,2.99,0.019791365,28.2,FL,30.86913,0.557,0.308882151,3.135104096,147,-18.5,26.53273801,132.540408,Otolith rings,Australia,"Great Barrier Reef (18_�-19_�S, 146_�30'-147_�30'E)",34273
Lethrinidae,Gymnocranius euanus,1837,45,Mobile invertebrate feeder,Small groups,Benthic Reef dwelling,0.0182,2.98,0.017096664,42.9,FL,45.564519,0.23,0.23659536,3.123128498,166.4,-22.4,24.71902689,225.1728797,Otolith rings,New Caledonia,NA,3111
Lethrinidae,Gymnocranius grandoculis,1834,80,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.0195,2.89,0.013824665,52.8,FL,56.704032,0.23,0.107891359,3.21843344,166.4,-22.4,24.71902689,225.1728797,Otolith rings,New Caledonia,NA,12149
Lethrinidae,Gymnocranius griseus,1833,35,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.0195,2.89,0.013824665,34.8,TL,34.8,0.22,0.217244648,2.732802496,114,9,28.96700181,63.00095401,Unknown,Spratly Islands,"Nansha Is.(4_�-9_�N, 105_�45'-112_�15'E, 50-150 m)",46792
Lethrinidae,Lethrinus atkinsoni,1854,50,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.01514,3,0.01514,41.3,SL,49.661185,0.31,0.305225043,3.363368684,178.7,-17.9,27.61642567,281.4708845,Length-Frequency,Fiji,Central,2291
Lethrinidae,Lethrinus atkinsoni,1854,50,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.01514,3,0.01514,41.4,SL,49.78143,0.31,0.306914901,3.365766495,177.4,-17.6,28.80916925,165.2447014,Length-Frequency,Fiji,Western,2291
Lethrinidae,Lethrinus atkinsoni,1854,50,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.01514,3,0.01514,42.8,SL,51.46486,0.29,0.309762346,3.369777144,179,-16.3,28.70749415,117.5417884,Length-Frequency,Fiji,Northern coast,2291
Lethrinidae,Lethrinus atkinsoni,1854,50,Mobile invertebrate feeder,Medium groups,Benthic Reef dwelling,0.01514,3,0.01514,32.7,SL,39.320115,0.29,0.167554085,3.102903539,166.4,-22.4,24.71902689,225.1728797,Otolith rings,New Caledonia,NA,3111
Lethrinidae,Lethrinus borbonicus,1844,40,Mobile invertebrate feeder,Small groups,Benthic Reef dwelling,0.01514,3,0.01514,25.1,FL,27.352474,0.79,0.331732026,3.178290361,54.3,24.6,27.90561866,303.9506854,Otolith rings,United Arab Emirates,southern Arabian Gulf,94040
Lethrinidae,Lethrinus enigmaticus,1855,55,Mobile invertebrate feeder,Small groups,Benthic Reef dwelling,0.01479,2.99,0.014334686,49.65,FL,52.7109225,0.164,0.148879682,3.132839293,61.5,-10.5,27.85850231,84.48169515,Scale rings,Mauritius,"Saya de Malha, 10_�30'S 62_�E",1019
Lethrinidae,Lethrinus enigmaticus,1855,55,Mobile invertebrate feeder,Small groups,Benthic Reef dwelling,0.01479,2.99,0.014334686,55,NG,55,0.13,0.13,3.073947212,55.5,-4.5,28.51449454,122.1698137,Unknown,Seychelles,NA,2291
Lethrinidae,Lethrinus erythracanthus,1862,70,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01445,2.98,0.013574,51.7,SL,59.57391,0.2,0.13873636,3.326466729,179,-16.3,28.70749415,117.5417884,Length-Frequency,Fiji,Northern coast,2291
Lethrinidae,Lethrinus erythracanthus,1862,70,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01445,2.98,0.013574,31.8,SL,36.64314,0.56,0.129033631,3.294979351,152.6,-3,30.31073564,48.97943611,Otolith rings,Papua New Guinea,Lihir Island group (seamount),82366
Lethrinidae,Lethrinus genivittatus,1865,25,Mobile invertebrate feeder,Medium groups,Benthic Reef associated,0.01413,2.97,0.012864774,17.35,FL,18.708852,0.865,0.449238348,2.812058891,166.4,-22.4,24.71902689,225.1728797,Otolith rings,New Caledonia,NA,12149
Lethrinidae,Lethrinus harak,1851,50,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.0123,2.98,0.011554339,33,SL,37.79886,0.49,0.25982476,3.267570731,178.7,-17.9,27.61642567,281.4708845,Length-Frequency,Fiji,Central,2291
Lethrinidae,Lethrinus harak,1851,50,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.0123,2.98,0.011554339,33.9,SL,38.829738,0.46,0.259264476,3.266633211,179,-16.3,28.70749415,117.5417884,Length-Frequency,Fiji,Northern coast,2291
Lethrinidae,Lethrinus harak,1851,50,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.0123,2.98,0.011554339,34.2,SL,39.173364,0.45,0.258746896,3.265765345,177.4,-17.6,28.80916925,165.2447014,Length-Frequency,Fiji,Western,2291
Lethrinidae,Lethrinus harak,1851,50,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.0123,2.98,0.011554339,29,FL,30.48451,0.239,0.077816712,2.743963071,144.69,13.475,28.90352768,32.53353067,Otolith rings,Micronesia,"Guam, Piti MPA","Taylor and McIlwain (2010) Beyond abundance and biomass: effects of marine protected areas on the demography of a highly exploited reef fish. Mar Ecol Prog Ser, 411: 243-258"
Lethrinidae,Lethrinus harak,1851,50,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.0123,2.98,0.011554339,28.06,FL,29.4963914,0.239,0.072213799,2.711510389,144.76,13.49,29.00200163,32.44380103,Otolith rings,Micronesia,"Guam, East Agana Bay","Taylor and McIlwain (2010) Beyond abundance and biomass: effects of marine protected areas on the demography of a highly exploited reef fish. Mar Ecol Prog Ser, 411: 243-258"
Lethrinidae,Lethrinus harak,1851,50,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.0123,2.98,0.011554339,29.28,FL,30.7788432,0.198,0.065887614,2.671693976,144.65,13.24,28.87173509,34.62046356,Otolith rings,Micronesia,"Guam, Achang MPA","Taylor and McIlwain (2010) Beyond abundance and biomass: effects of marine protected areas on the demography of a highly exploited reef fish. Mar Ecol Prog Ser, 411: 243-258"
Lethrinidae,Lethrinus harak,1851,50,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.0123,2.98,0.011554339,24.04,FL,25.2706076,0.428,0.091070426,2.812267565,144.762,13.25,28.82940641,30.06360515,Otolith rings,Micronesia,"Guam, Rios Bay","Taylor and McIlwain (2010) Beyond abundance and biomass: effects of marine protected areas on the demography of a highly exploited reef fish. Mar Ecol Prog Ser, 411: 243-258"
Lethrinidae,Lethrinus lentjan,1863,52,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.01413,2.96,0.012468728,32.4,FL,33.915024,0.77,0.294029108,3.333790819,54.3,24.6,27.90561866,303.9506854,Otolith rings,United Arab Emirates,Abu Dhabi,92948
Lethrinidae,Lethrinus lentjan,1863,52,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.01413,2.96,0.012468728,64,TL,64,0.27,0.431014653,3.499892526,79.5,9,28.78501536,278.5444071,Otolith rings,India,Gulf of Mannar,1020
Lethrinidae,Lethrinus lentjan,1863,52,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.01413,2.96,0.012468728,51.1,NG,51.1,0.174,0.167289753,3.088869831,42.6,16.5,29.90410804,260.1895856,Unknown,Saudi Arabia,Tuwwal,1488
Lethrinidae,Lethrinus lentjan,1863,52,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.01413,2.96,0.012468728,33.6,FL,35.171136,0.33,0.136770072,3.001391568,166.4,-22.4,24.71902689,225.1728797,Otolith rings,New Caledonia,NA,2290
Lethrinidae,Lethrinus lentjan,1863,52,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.01413,2.96,0.012468728,42.6,FL,44.591976,0.48,0.339539619,3.396290949,47,13,28.41075251,164.8061702,Scale rings,Yemen,Gulf of Aden,2294
Lethrinidae,Lethrinus lentjan,1863,52,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.01413,2.96,0.012468728,18.5,TL,18.5,1,0.097494442,2.854380349,39.3,-6.7,27.99591687,146.8176492,Length-Frequency,Tanzania,Dar es Salaam,6380
Lethrinidae,Lethrinus lentjan,1863,52,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.01413,2.96,0.012468728,37.3,FL,39.044148,0.165,0.08652841,2.802559216,55.49,-4.61,28.7621535,109.5134139,Otolith rings,Seychelles,St. Anne National Marine Park,42001
Lethrinidae,Lethrinus lentjan,1863,52,Mobile invertebrate feeder,Small groups,Benthic Reef associated,0.01413,2.96,0.012468728,37.27,FL,39.0127452,0.165,0.086371725,2.801772083,55.5,-4.5,28.51449454,122.1698137,Otolith rings,Seychelles,Seychelles Bank and Amirantes Plateau,"Grandcourt (2002) Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study. Mar Freshw Res, 53: 123-130"
Lethrinidae,Lethrinus mahsena,1843,65,Mobile invertebrate feeder,Small groups,Benthic Reef dwelling,0.0138,3.01,0.014238331,52.85,FL,56.366639,0.1275,0.091990196,3.116419008,61.5,-10.5,27.85850231,84.48169515,Unknown,Mauritius,Saya de Malha,12133
Lethrinidae,Lethrinus mahsena,1843,65,Mobile invertebrate feeder,Small groups,Benthic Reef dwelling,0.0138,3.01,0.014238331,29.55,FL,31.516257,0.2075,0.039527473,2.749576517,55.49,-4.61,28.7621535,109.5134139,Otolith rings,Seychelles,St. Anne National Marine Park,42001
