location,site,sitename,quadrat,point,category
GoO,Sharm,SharmII,2,12,livecoral_foliose
GoO,Sharm,SharmII,2,13,livecoral_encrusting
GoO,Sharm,SharmII,2,14,livecoral_foliose
GoO,Sharm,SharmII,2,15,livecoral_foliose
GoO,Sharm,SharmII,2,16,sponge
GoO,Sharm,SharmII,3,1,sponge
GoO,Sharm,SharmII,3,2,turf
GoO,Sharm,SharmII,3,3,rock
GoO,Sharm,SharmII,3,4,barnacle
GoO,Sharm,SharmII,3,5,turf
GoO,Sharm,SharmII,3,6,turf
GoO,Sharm,SharmII,3,7,barnacle
GoO,Sharm,SharmII,3,8,turf
GoO,Sharm,SharmII,3,9,unidentifiable
GoO,Sharm,SharmII,3,10,turf
GoO,Sharm,SharmII,3,11,barnacle
GoO,Sharm,SharmII,3,12,turf
GoO,Sharm,SharmII,3,13,turf
GoO,Sharm,SharmII,3,14,mollusc
GoO,Sharm,SharmII,3,15,turf
GoO,Sharm,SharmII,3,16,sponge
GoO,Sharm,SharmII,4,1,sponge
GoO,Sharm,SharmII,4,2,turf
GoO,Sharm,SharmII,4,3,turf
GoO,Sharm,SharmII,4,4,turf
GoO,Sharm,SharmII,4,5,rock
GoO,Sharm,SharmII,4,6,barnacle
GoO,Sharm,SharmII,4,7,barnacle
GoO,Sharm,SharmII,4,8,turf
GoO,Sharm,SharmII,4,9,turf
GoO,Sharm,SharmII,4,10,rock
GoO,Sharm,SharmII,4,11,unidentifiable
GoO,Sharm,SharmII,4,12,rock
GoO,Sharm,SharmII,4,13,rock
GoO,Sharm,SharmII,4,14,barnacle
GoO,Sharm,SharmII,4,15,barnacle
GoO,Sharm,SharmII,4,16,urchin
GoO,Sharm,SharmII,5,1,turf
GoO,Sharm,SharmII,5,2,livecoral_encrusting
GoO,Sharm,SharmII,5,3,sponge
GoO,Sharm,SharmII,5,4,turf
GoO,Sharm,SharmII,5,5,turf
GoO,Sharm,SharmII,5,6,livecoral_encrusting
GoO,Sharm,SharmII,5,7,turf
GoO,Sharm,SharmII,5,8,sponge
GoO,Sharm,SharmII,5,9,turf
GoO,Sharm,SharmII,5,10,turf
GoO,Sharm,SharmII,5,11,livecoral_encrusting
GoO,Sharm,SharmII,5,12,livecoral_encrusting
GoO,Sharm,SharmII,5,13,turf
GoO,Sharm,SharmII,5,14,turf
GoO,Sharm,SharmII,5,15,livecoral_encrusting
GoO,Sharm,SharmII,5,16,livecoral_encrusting
GoO,Sharm,SharmIII,1,1,livecoral_massive
GoO,Sharm,SharmIII,1,2,livecoral_massive
GoO,Sharm,SharmIII,1,3,livecoral_massive
GoO,Sharm,SharmIII,1,4,livecoral_massive
GoO,Sharm,SharmIII,1,5,livecoral_massive
GoO,Sharm,SharmIII,1,6,livecoral_massive
GoO,Sharm,SharmIII,1,7,livecoral_massive
GoO,Sharm,SharmIII,1,8,livecoral_massive
GoO,Sharm,SharmIII,1,9,livecoral_massive
GoO,Sharm,SharmIII,1,10,livecoral_massive
GoO,Sharm,SharmIII,1,11,livecoral_massive
GoO,Sharm,SharmIII,1,12,livecoral_massive
GoO,Sharm,SharmIII,1,13,sponge
GoO,Sharm,SharmIII,1,14,livecoral_massive
GoO,Sharm,SharmIII,1,15,livecoral_massive
GoO,Sharm,SharmIII,1,16,livecoral_massive
GoO,Sharm,SharmIII,2,1,livecoral_massive
GoO,Sharm,SharmIII,2,2,livecoral_massive
GoO,Sharm,SharmIII,2,3,unidentifiable
GoO,Sharm,SharmIII,2,4,livecoral_massive
GoO,Sharm,SharmIII,2,5,sponge
GoO,Sharm,SharmIII,2,6,livecoral_massive
GoO,Sharm,SharmIII,2,7,livecoral_massive
GoO,Sharm,SharmIII,2,8,livecoral_massive
GoO,Sharm,SharmIII,2,9,livecoral_massive
GoO,Sharm,SharmIII,2,10,livecoral_massive
GoO,Sharm,SharmIII,2,11,livecoral_massive
GoO,Sharm,SharmIII,2,12,livecoral_massive
GoO,Sharm,SharmIII,2,13,livecoral_massive
GoO,Sharm,SharmIII,2,14,livecoral_massive
GoO,Sharm,SharmIII,2,15,livecoral_massive
GoO,Sharm,SharmIII,2,16,livecoral_massive
GoO,Sharm,SharmIII,3,1,sponge
GoO,Sharm,SharmIII,3,2,turf
GoO,Sharm,SharmIII,3,3,turf
GoO,Sharm,SharmIII,3,4,turf
GoO,Sharm,SharmIII,3,5,turf
GoO,Sharm,SharmIII,3,6,turf
GoO,Sharm,SharmIII,3,7,turf
GoO,Sharm,SharmIII,3,8,turf
GoO,Sharm,SharmIII,3,9,turf
GoO,Sharm,SharmIII,3,10,sponge
GoO,Sharm,SharmIII,3,11,turf
GoO,Sharm,SharmIII,3,12,turf
GoO,Sharm,SharmIII,3,13,cca
GoO,Sharm,SharmIII,3,14,cca
GoO,Sharm,SharmIII,3,15,turf
GoO,Sharm,SharmIII,3,16,turf
GoO,Sharm,SharmIII,4,1,livecoral_massive
GoO,Sharm,SharmIII,4,2,livecoral_massive
GoO,Sharm,SharmIII,4,3,livecoral_massive
GoO,Sharm,SharmIII,4,4,livecoral_massive
GoO,Sharm,SharmIII,4,5,livecoral_massive
GoO,Sharm,SharmIII,4,6,livecoral_massive
GoO,Sharm,SharmIII,4,7,livecoral_massive
GoO,Sharm,SharmIII,4,8,livecoral_massive
GoO,Sharm,SharmIII,4,9,livecoral_massive
GoO,Sharm,SharmIII,4,10,livecoral_massive
GoO,Sharm,SharmIII,4,11,turf
GoO,Sharm,SharmIII,4,12,livecoral_massive
GoO,Sharm,SharmIII,4,13,mollusc
GoO,Sharm,SharmIII,4,14,livecoral_massive
GoO,Sharm,SharmIII,4,15,livecoral_massive
GoO,Sharm,SharmIII,4,16,livecoral_massive
GoO,Sharm,SharmIII,5,1,livecoral_massive
GoO,Sharm,SharmIII,5,2,livecoral_massive
GoO,Sharm,SharmIII,5,3,livecoral_massive
GoO,Sharm,SharmIII,5,4,livecoral_massive
GoO,Sharm,SharmIII,5,5,livecoral_massive
GoO,Sharm,SharmIII,5,6,livecoral_massive
GoO,Sharm,SharmIII,5,7,livecoral_massive
GoO,Sharm,SharmIII,5,8,livecoral_massive
GoO,Sharm,SharmIII,5,9,livecoral_massive
GoO,Sharm,SharmIII,5,10,livecoral_massive
GoO,Sharm,SharmIII,5,11,livecoral_massive
GoO,Sharm,SharmIII,5,12,livecoral_massive
GoO,Sharm,SharmIII,5,13,livecoral_massive
GoO,Sharm,SharmIII,5,14,livecoral_massive
GoO,Sharm,SharmIII,5,15,livecoral_massive
GoO,Sharm,SharmIII,5,16,livecoral_massive
GoO,Snoopy,SnoopyI,1,1,turf
GoO,Snoopy,SnoopyI,1,2,livecoral_massive
GoO,Snoopy,SnoopyI,1,3,livecoral_massive
GoO,Snoopy,SnoopyI,1,4,turf
GoO,Snoopy,SnoopyI,1,5,turf
GoO,Snoopy,SnoopyI,1,6,livecoral_massive
GoO,Snoopy,SnoopyI,1,7,livecoral_massive
GoO,Snoopy,SnoopyI,1,8,turf
GoO,Snoopy,SnoopyI,1,9,turf
GoO,Snoopy,SnoopyI,1,10,livecoral_massive
GoO,Snoopy,SnoopyI,1,11,livecoral_massive
GoO,Snoopy,SnoopyI,1,12,livecoral_massive
GoO,Snoopy,SnoopyI,1,13,turf
GoO,Snoopy,SnoopyI,1,14,livecoral_massive
GoO,Snoopy,SnoopyI,1,15,livecoral_massive
GoO,Snoopy,SnoopyI,1,16,livecoral_massive
GoO,Snoopy,SnoopyI,2,1,turf
GoO,Snoopy,SnoopyI,2,2,livecoral_encrusting
GoO,Snoopy,SnoopyI,2,3,turf
GoO,Snoopy,SnoopyI,2,4,turf
GoO,Snoopy,SnoopyI,2,5,turf
GoO,Snoopy,SnoopyI,2,6,livecoral_encrusting
GoO,Snoopy,SnoopyI,2,7,livecoral_encrusting
GoO,Snoopy,SnoopyI,2,8,turf
GoO,Snoopy,SnoopyI,2,9,sponge
GoO,Snoopy,SnoopyI,2,10,turf
GoO,Snoopy,SnoopyI,2,11,turf
GoO,Snoopy,SnoopyI,2,12,turf
GoO,Snoopy,SnoopyI,2,13,turf
GoO,Snoopy,SnoopyI,2,14,turf
GoO,Snoopy,SnoopyI,2,15,turf
GoO,Snoopy,SnoopyI,2,16,turf
GoO,Snoopy,SnoopyI,3,1,turf
GoO,Snoopy,SnoopyI,3,2,turf
GoO,Snoopy,SnoopyI,3,3,rock
GoO,Snoopy,SnoopyI,3,4,livecoral_massive
GoO,Snoopy,SnoopyI,3,5,turf
GoO,Snoopy,SnoopyI,3,6,turf
GoO,Snoopy,SnoopyI,3,7,turf
GoO,Snoopy,SnoopyI,3,8,turf
GoO,Snoopy,SnoopyI,3,9,turf
GoO,Snoopy,SnoopyI,3,10,sponge
GoO,Snoopy,SnoopyI,3,11,turf
GoO,Snoopy,SnoopyI,3,12,barnacle
GoO,Snoopy,SnoopyI,3,13,turf
GoO,Snoopy,SnoopyI,3,14,turf
GoO,Snoopy,SnoopyI,3,15,sponge
GoO,Snoopy,SnoopyI,3,16,turf
GoO,Snoopy,SnoopyI,4,1,turf
GoO,Snoopy,SnoopyI,4,2,turf
GoO,Snoopy,SnoopyI,4,3,turf
GoO,Snoopy,SnoopyI,4,4,turf
GoO,Snoopy,SnoopyI,4,5,turf
GoO,Snoopy,SnoopyI,4,6,turf
GoO,Snoopy,SnoopyI,4,7,turf
GoO,Snoopy,SnoopyI,4,8,turf
GoO,Snoopy,SnoopyI,4,9,turf
GoO,Snoopy,SnoopyI,4,10,turf
GoO,Snoopy,SnoopyI,4,11,barnacle
GoO,Snoopy,SnoopyI,4,12,turf
GoO,Snoopy,SnoopyI,4,13,turf
GoO,Snoopy,SnoopyI,4,14,sponge
GoO,Snoopy,SnoopyI,4,15,turf
GoO,Snoopy,SnoopyI,4,16,turf
GoO,Snoopy,SnoopyI,5,1,turf
GoO,Snoopy,SnoopyI,5,2,turf
GoO,Snoopy,SnoopyI,5,3,livecoral_massive
GoO,Snoopy,SnoopyI,5,4,livecoral_massive
GoO,Snoopy,SnoopyI,5,5,turf
GoO,Snoopy,SnoopyI,5,6,turf
GoO,Snoopy,SnoopyI,5,7,unidentifiable
GoO,Snoopy,SnoopyI,5,8,rock
GoO,Snoopy,SnoopyI,5,9,turf
GoO,Snoopy,SnoopyI,5,10,turf
GoO,Snoopy,SnoopyI,5,11,livecoral_encrusting
GoO,Snoopy,SnoopyI,5,12,sponge
GoO,Snoopy,SnoopyI,5,13,sponge
GoO,Snoopy,SnoopyI,5,14,turf
GoO,Snoopy,SnoopyI,5,15,turf
GoO,Snoopy,SnoopyI,5,16,turf
GoO,Snoopy,SnoopyII,1,1,turf
GoO,Snoopy,SnoopyII,1,2,turf
GoO,Snoopy,SnoopyII,1,3,turf
GoO,Snoopy,SnoopyII,1,4,turf
GoO,Snoopy,SnoopyII,1,5,turf
GoO,Snoopy,SnoopyII,1,6,turf
GoO,Snoopy,SnoopyII,1,7,turf
GoO,Snoopy,SnoopyII,1,8,turf
GoO,Snoopy,SnoopyII,1,9,turf
GoO,Snoopy,SnoopyII,1,10,turf
GoO,Snoopy,SnoopyII,1,11,turf
GoO,Snoopy,SnoopyII,1,12,rock
GoO,Snoopy,SnoopyII,1,13,turf
GoO,Snoopy,SnoopyII,1,14,turf
GoO,Snoopy,SnoopyII,1,15,turf
GoO,Snoopy,SnoopyII,1,16,turf
GoO,Snoopy,SnoopyII,2,1,barnacle
GoO,Snoopy,SnoopyII,2,2,turf
GoO,Snoopy,SnoopyII,2,3,barnacle
GoO,Snoopy,SnoopyII,2,4,turf
GoO,Snoopy,SnoopyII,2,5,turf
GoO,Snoopy,SnoopyII,2,6,turf
GoO,Snoopy,SnoopyII,2,7,turf
GoO,Snoopy,SnoopyII,2,8,turf
GoO,Snoopy,SnoopyII,2,9,turf
GoO,Snoopy,SnoopyII,2,10,turf
GoO,Snoopy,SnoopyII,2,11,barnacle
GoO,Snoopy,SnoopyII,2,12,turf
GoO,Snoopy,SnoopyII,2,13,turf
GoO,Snoopy,SnoopyII,2,14,turf
GoO,Snoopy,SnoopyII,2,15,barnacle
GoO,Snoopy,SnoopyII,2,16,turf
GoO,Snoopy,SnoopyII,3,1,turf
GoO,Snoopy,SnoopyII,3,2,turf
GoO,Snoopy,SnoopyII,3,3,turf
GoO,Snoopy,SnoopyII,3,4,turf
GoO,Snoopy,SnoopyII,3,5,turf
GoO,Snoopy,SnoopyII,3,6,livecoral_encrusting
GoO,Snoopy,SnoopyII,3,7,turf
GoO,Snoopy,SnoopyII,3,8,turf
GoO,Snoopy,SnoopyII,3,9,turf
GoO,Snoopy,SnoopyII,3,10,turf
GoO,Snoopy,SnoopyII,3,11,turf
GoO,Snoopy,SnoopyII,3,12,turf
GoO,Snoopy,SnoopyII,3,13,turf
GoO,Snoopy,SnoopyII,3,14,turf
GoO,Snoopy,SnoopyII,3,15,livecoral_encrusting
GoO,Snoopy,SnoopyII,3,16,turf
GoO,Snoopy,SnoopyII,4,1,livecoral_massive
GoO,Snoopy,SnoopyII,4,2,livecoral_massive
GoO,Snoopy,SnoopyII,4,3,barnacle
GoO,Snoopy,SnoopyII,4,4,barnacle
GoO,Snoopy,SnoopyII,4,5,livecoral_massive
GoO,Snoopy,SnoopyII,4,6,livecoral_massive
GoO,Snoopy,SnoopyII,4,7,rock
GoO,Snoopy,SnoopyII,4,8,rock
GoO,Snoopy,SnoopyII,4,9,urchin
GoO,Snoopy,SnoopyII,4,10,urchin
GoO,Snoopy,SnoopyII,4,11,urchin
GoO,Snoopy,SnoopyII,4,12,turf
GoO,Snoopy,SnoopyII,4,13,livecoral_massive
GoO,Snoopy,SnoopyII,4,14,livecoral_massive
GoO,Snoopy,SnoopyII,4,15,livecoral_massive
GoO,Snoopy,SnoopyII,4,16,cca
GoO,Snoopy,SnoopyII,5,1,turf
GoO,Snoopy,SnoopyII,5,2,rock
GoO,Snoopy,SnoopyII,5,3,barnacle
GoO,Snoopy,SnoopyII,5,4,barnacle
GoO,Snoopy,SnoopyII,5,5,turf
GoO,Snoopy,SnoopyII,5,6,turf
GoO,Snoopy,SnoopyII,5,7,barnacle
GoO,Snoopy,SnoopyII,5,8,barnacle
GoO,Snoopy,SnoopyII,5,9,turf
GoO,Snoopy,SnoopyII,5,10,barnacle
GoO,Snoopy,SnoopyII,5,11,barnacle
GoO,Snoopy,SnoopyII,5,12,rock
GoO,Snoopy,SnoopyII,5,13,turf
GoO,Snoopy,SnoopyII,5,14,barnacle
GoO,Snoopy,SnoopyII,5,15,rock
GoO,Snoopy,SnoopyII,5,16,rock
GoO,Snoopy,SnoopyIII,1,1,turf
GoO,Snoopy,SnoopyIII,1,2,turf
GoO,Snoopy,SnoopyIII,1,3,unidentifiable
GoO,Snoopy,SnoopyIII,1,4,unidentifiable
GoO,Snoopy,SnoopyIII,1,5,turf
GoO,Snoopy,SnoopyIII,1,6,turf
GoO,Snoopy,SnoopyIII,1,7,turf
GoO,Snoopy,SnoopyIII,1,8,unidentifiable
GoO,Snoopy,SnoopyIII,1,9,turf
GoO,Snoopy,SnoopyIII,1,10,turf
GoO,Snoopy,SnoopyIII,1,11,turf
GoO,Snoopy,SnoopyIII,1,12,livecoral_encrusting
GoO,Snoopy,SnoopyIII,1,13,livecoral_encrusting
GoO,Snoopy,SnoopyIII,1,14,cca
GoO,Snoopy,SnoopyIII,1,15,urchin
GoO,Snoopy,SnoopyIII,1,16,livecoral_encrusting
GoO,Snoopy,SnoopyIII,2,1,turf
GoO,Snoopy,SnoopyIII,2,2,livecoral_massive
GoO,Snoopy,SnoopyIII,2,3,livecoral_massive
GoO,Snoopy,SnoopyIII,2,4,livecoral_massive
GoO,Snoopy,SnoopyIII,2,5,rock
GoO,Snoopy,SnoopyIII,2,6,rock
GoO,Snoopy,SnoopyIII,2,7,livecoral_massive
GoO,Snoopy,SnoopyIII,2,8,livecoral_massive
GoO,Snoopy,SnoopyIII,2,9,rock
GoO,Snoopy,SnoopyIII,2,10,livecoral_massive
GoO,Snoopy,SnoopyIII,2,11,urchin
GoO,Snoopy,SnoopyIII,2,12,urchin
GoO,Snoopy,SnoopyIII,2,13,livecoral_massive
GoO,Snoopy,SnoopyIII,2,14,livecoral_massive
GoO,Snoopy,SnoopyIII,2,15,livecoral_massive
GoO,Snoopy,SnoopyIII,2,16,livecoral_massive
GoO,Snoopy,SnoopyIII,3,1,turf
GoO,Snoopy,SnoopyIII,3,2,turf
GoO,Snoopy,SnoopyIII,3,3,turf
GoO,Snoopy,SnoopyIII,3,4,turf
GoO,Snoopy,SnoopyIII,3,5,livecoral_massive
GoO,Snoopy,SnoopyIII,3,6,turf
GoO,Snoopy,SnoopyIII,3,7,turf
GoO,Snoopy,SnoopyIII,3,8,turf
GoO,Snoopy,SnoopyIII,3,9,sponge
GoO,Snoopy,SnoopyIII,3,10,turf
GoO,Snoopy,SnoopyIII,3,11,livecoral_massive
GoO,Snoopy,SnoopyIII,3,12,turf
GoO,Snoopy,SnoopyIII,3,13,turf
GoO,Snoopy,SnoopyIII,3,14,unidentifiable
GoO,Snoopy,SnoopyIII,3,15,urchin
GoO,Snoopy,SnoopyIII,3,16,urchin
GoO,Snoopy,SnoopyIII,4,1,turf
GoO,Snoopy,SnoopyIII,4,2,urchin
GoO,Snoopy,SnoopyIII,4,3,turf
GoO,Snoopy,SnoopyIII,4,4,turf
GoO,Snoopy,SnoopyIII,4,5,turf
GoO,Snoopy,SnoopyIII,4,6,turf
GoO,Snoopy,SnoopyIII,4,7,turf
GoO,Snoopy,SnoopyIII,4,8,turf
GoO,Snoopy,SnoopyIII,4,9,unidentifiable
GoO,Snoopy,SnoopyIII,4,10,turf
GoO,Snoopy,SnoopyIII,4,11,turf
GoO,Snoopy,SnoopyIII,4,12,turf
GoO,Snoopy,SnoopyIII,4,13,urchin
GoO,Snoopy,SnoopyIII,4,14,turf
GoO,Snoopy,SnoopyIII,4,15,turf
GoO,Snoopy,SnoopyIII,4,16,turf
GoO,Snoopy,SnoopyIII,5,1,turf
GoO,Snoopy,SnoopyIII,5,2,turf
GoO,Snoopy,SnoopyIII,5,3,urchin
GoO,Snoopy,SnoopyIII,5,4,urchin
GoO,Snoopy,SnoopyIII,5,5,turf
GoO,Snoopy,SnoopyIII,5,6,turf
GoO,Snoopy,SnoopyIII,5,7,turf
GoO,Snoopy,SnoopyIII,5,8,urchin
GoO,Snoopy,SnoopyIII,5,9,turf
GoO,Snoopy,SnoopyIII,5,10,turf
GoO,Snoopy,SnoopyIII,5,11,turf
GoO,Snoopy,SnoopyIII,5,12,turf
GoO,Snoopy,SnoopyIII,5,13,turf
GoO,Snoopy,SnoopyIII,5,14,turf
GoO,Snoopy,SnoopyIII,5,15,turf
GoO,Snoopy,SnoopyIII,5,16,turf
