"Location","Site","Sitename","Sitenumber","Habitat","Date","Depth","Dimension","Loc_abbrev","ID_number","ID","Family","Genus","Species","Tax","SL","TL","Full_ID","Lat","Long","Notes","Genspe","Kmax","Md","Weight","Growth","MortLoss"
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","566","UAE18566","Gobiidae","Eviota","punyit","EVIOPUNY",21.3,25.3,"UAE18566_EVIOPUNY_21.3",25.48209,56.36566,"Vial","Evi. punyit",9.90586614608765,0.00572829623057612,0.158,0.000251337824322864,0.00090248349025039
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","567","UAE18567","Gobiidae","Eviota","guttata","EVIOGUTT",18.9,22.9,"UAE18567_EVIOGUTT_18.9",25.48209,56.36566,"Vial","Evi. guttata",7.95515108108521,0.00619343455341023,0.163,0.00423204573940318,0.00100641004778282
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","568","UAE18568","Gobiidae","Eviota","guttata","EVIOGUTT",20.8,24.7,"UAE18568_EVIOGUTT_20.8",25.48209,56.36566,"Vial","Evi. guttata",7.95515108108521,0.00583718394583082,0.183,0.00352598532556963,0.00106509306579869
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","569","UAE18569","Pseudochromidae","Pseudochromis","aldabraensis","PSEUALDA",54.3,65,"UAE18569_PSEUALDA_54.3",25.48209,56.36566,"Comm","Pse. aldabraensis",0.527023434638977,0.000702866914434885,2.747,0.00632218318322839,0.00193009703381995
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","570","UAE18570","Pseudochromidae","Pseudochromis","aldabraensis","PSEUALDA",43.9,52.5,"UAE18570_PSEUALDA_43.9",25.48209,56.36566,"Comm","Pse. aldabraensis",0.527023434638977,0.000827280255527329,1.627,0.00629506844025675,0.00134542837584419
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","571","UAE18571","Gobiidae","Fusigobius","inframaculatus","FUSIINFR",27.2,33,"UAE18571_FUSIINFR_27.2",25.48209,56.36566,"Vial","Fus. inframaculatus",2.49420082569122,0.00244653579720326,0.381,0.00307948816269413,0.00093099082317322
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","572","UAE18572","Gobiidae","Eviota","punyit","EVIOPUNY",20.9,24.6,"UAE18572_EVIOPUNY_20.9",25.48209,56.36566,"Vial","Evi. punyit",9.90586614608765,0.0058552598286473,0.158,0.000620858474374954,0.000922427890061338
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","573","UAE18573","Gobiidae","Eviota","guttata","EVIOGUTT",18.4,22.3,"UAE18573_EVIOGUTT_18.4",25.48209,56.36566,"Vial","Evi. guttata",7.95515108108521,0.00632382635615491,0.165,0.0046930961945717,0.00104013905305799
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","574","UAE18574","Gobiidae","Eviota","punyit","EVIOPUNY",20.5,24.1,"UAE18574_EVIOPUNY_20.5",25.48209,56.36566,"Vial","Evi. punyit",9.90586614608765,0.00595005786170785,0.16,0.000909692724183211,0.000949182611803217
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","575","UAE18575","Gobiidae","Eviota","guttata","EVIOGUTT",19.7,23.1,"UAE18575_EVIOGUTT_19.7",25.48209,56.36566,"Vial","Evi. guttata",7.95515108108521,0.00615134993403425,0.162,0.00407696190423921,0.000993459996636616
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","576","UAE18576","Gobiidae","Eviota","guttata","EVIOGUTT",19.6,23.2,"UAE18576_EVIOGUTT_19.6",25.48209,56.36566,"Vial","Evi. guttata",7.95515108108521,0.0061305566230571,0.163,0.00403803444261147,0.000996223905877741
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","577","UAE18577","Gobiidae","Eviota","punyit","EVIOPUNY",18.3,21.8,"UAE18577_EVIOPUNY_18.3",25.48209,56.36566,"Vial","Evi. punyit",9.90586614608765,0.00643698760371403,0.116,0.00172075598004921,0.000744292491294479
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","578","UAE18578","Gobiidae","Eviota","guttata","EVIOGUTT",20.5,23.5,"UAE18578_EVIOGUTT_20.5",25.48209,56.36566,"Vial","Evi. guttata",7.95515108108521,0.00606914830894409,0.141,0.00332960786567535,0.000853158320564102
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","579","UAE18579","Gobiidae","Trimma","speA","TRIMSPEA",9.8,13.4,"UAE18579_TRIMSPEA_9.8",25.48209,56.36566,"Vial","Tri. speA",8.60077238082886,0.00933034299440563,0.024,0.00165332549699569,0.000222886809719759
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","580","UAE18580","Gobiidae","Gnatholepis","speA","GNATSPEA",30.7,36.1,"UAE18580_GNATSPEA_30.7",25.48209,56.36566,"Vial","Gna. speA",2.12373292446136,0.00225543701898983,0.499,0.0057810623433618,0.00112419482060391
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","581","UAE18581","Gobiidae","Istigobius","speA","ISTISPEA",36.3,46.4,"UAE18581_ISTISPEA_36.3",25.48209,56.36566,"Comm","Ist. speA",0.447927817702293,0.000849769518059483,1.002,0.00506977216629628,0.00085110738332414
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","582","UAE18582","Gobiidae","Istigobius","speA","ISTISPEA",26.5,32.4,"UAE18582_ISTISPEA_26.5",25.48209,56.36566,"Vial","Ist. speA",0.447927817702293,0.0011204585684295,0.346,0.00306281580190991,0.000387461556830124
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","583","UAE18583","Gobiidae","Fusigobius","inframaculatus","FUSIINFR",31.1,37.1,"UAE18583_FUSIINFR_31.1",25.48209,56.36566,"Vial","Fus. inframaculatus",2.49420082569122,0.00223503154428928,0.578,0.00284191924335686,0.0012904056467658
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","584","UAE18584","Apogonidae","Ostorhinchus","cyanosoma","OSTOCYAN",44.8,56.4,"UAE18584_OSTOCYAN_44.8",25.48209,56.36566,"Comm","Ost. cyanosoma",1.48722171783447,0.00141365401475985,3.002,0.016055422535027,0.00424079114035905
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","585","UAE18585","Apogonidae","Apogon","coccineus","APOGCOCC",36.1,45.7,"UAE18585_APOGCOCC_36.1",25.48209,56.36566,"Comm","Apo. coccineus",2.12373292446136,0.00188139679269897,1.878,0.010717468604037,0.00352994152512579
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","586","UAE18586","Apogonidae","Apogon","coccineus","APOGCOCC",33.4,41.8,"UAE18586_APOGCOCC_33.4",25.48209,56.36566,"Comm","Apo. coccineus",2.12373292446136,0.00201472566750173,1.335,0.0106092042402798,0.00268695112252988
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","587","UAE18587","Apogonidae","Apogon","coccineus","APOGCOCC",37,45.3,"UAE18587_APOGCOCC_37",25.48209,56.36566,"Comm","Apo. coccineus",2.12373292446136,0.00189412330241907,1.703,0.0100795646750682,0.0032226389827342
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","588","UAE18588","Apogonidae","Apogon","coccineus","APOGCOCC",35.1,44.6,"UAE18588_APOGCOCC_35.1",25.48209,56.36566,"Comm","Apo. coccineus",2.12373292446136,0.00191688551097248,1.743,0.0109786057690504,0.00333793120755253
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","589","UAE18589","Apogonidae","Apogon","speA","APOGSPEA",15.4,20.3,"UAE18589_APOGSPEA_15.4",25.48209,56.36566,"Vial","Apo. speA",2.12373292446136,0.00353218189333202,0.1,0.00360317978291451,0.000352595107715248
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","590","UAE18590","Apogonidae","Apogon","speA","APOGSPEA",13,15.9,"UAE18590_APOGSPEA_13",25.48209,56.36566,"Vial","Apo. speA",2.12373292446136,0.00428865726588939,0.052,0.00267072655620677,0.000222532653606301
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","591","UAE18591","Apogonidae","Apogon","speA","APOGSPEA",13.5,16.9,"UAE18591_APOGSPEA_13.5",25.48209,56.36566,"Vial","Apo. speA",2.12373292446136,0.00408472852725592,0.065,0.00306542107317499,0.000264965829118202
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","592","UAE18592","Muraenidae","Gymnothorax","speA","GYMNSPEA",135.6,142.3,"UAE18592_GYMNSPEA_135.6",25.48209,56.36566,"Comm","Gym. speA",0.130538135766983,0.000340029742819176,3.452,0.0120730205814164,0.0011735831343188
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","593","UAE18593","Muraenidae","Gymnothorax","speA","GYMNSPEA",126,130.7,"UAE18593_GYMNSPEA_126",25.48209,56.36566,"Comm","Gym. speA",0.130538135766983,0.0003625922742074,2.941,0.0114872832183084,0.00106619057053086
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","594","UAE18594","Muraenidae","Gymnothorax","speA","GYMNSPEA",64.9,68.2,"UAE18594_GYMNSPEA_64.9",25.48209,56.36566,"Vial","Gym. speA",0.130538135766983,0.000593740362884119,0.442,0.00375970059860975,0.00026235534720794
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","595","UAE18595","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",32.9,39.4,"UAE18595_HELCFUSC_32.9",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00407790455325799,0.648,0.00243716407933937,0.00263710157182798
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","596","UAE18596","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",26.6,32.1,"UAE18596_HELCFUSC_26.6",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00477655940175593,0.323,0.00605679950898869,0.00153914984007332
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","597","UAE18597","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",20.6,24.3,"UAE18597_HELCFUSC_20.6",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00593155462191274,0.159,0.00716754290554065,0.000940325631479936
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","598","UAE18598","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",25.1,31.3,"UAE18598_HELCFUSC_25.1",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00487083595761509,0.347,0.00722850970244035,0.00168607045748024
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","599","UAE18599","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",32.4,40.3,"UAE18599_HELCFUSC_32.4",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00400766177254739,0.682,0.00156657482807558,0.00272775571676891
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","600","UAE18600","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",27.6,34.4,"UAE18600_HELCFUSC_27.6",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00452767895536782,0.489,0.0065158352465895,0.00220903034533548
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","601","UAE18601","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",28.8,34.5,"UAE18601_HELCFUSC_28.8",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00451753857366789,0.483,0.00633004864739936,0.00217704997499901
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","602","UAE18602","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",27.8,34.3,"UAE18602_HELCFUSC_27.8",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00453787260739303,0.484,0.00655590202362474,0.00219135453769772
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","603","UAE18603","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",23.4,27.5,"UAE18603_HELCFUSC_23.4",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00538581050854418,0.26,0.00842781915320664,0.00139654658877937
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","604","UAE18604","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",28.2,35.5,"UAE18604_HELCFUSC_28.2",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00441897102079915,0.542,0.00595332220973647,0.00238979817996318
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","605","UAE18605","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",22.1,26.7,"UAE18605_HELCFUSC_22.1",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00551106625619817,0.24,0.00846887758378386,0.00131901796537099
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","606","UAE18606","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",23.7,28.6,"UAE18606_HELCFUSC_23.7",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00522400595418624,0.322,0.00925284492213432,0.00167774382986891
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","607","UAE18607","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",29.4,35.6,"UAE18607_HELCFUSC_29.4",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00440938886170484,0.504,0.00543238145077439,0.00221743961677355
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","608","UAE18608","Gobiidae","Coryogalops","anomalus","CORYANOM",19.7,23.7,"UAE18608_CORYANOM_19.7",25.48209,56.36566,"Vial","Cor. anomalus",2.13704252243042,0.00310193633806096,0.162,0.00414748033579156,0.000501735109273854
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","609","UAE18609","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",20.6,24.2,"UAE18609_HELCFUSC_20.6",25.48209,56.36566,"Vial","Hel. fuscopinna",7.38193893432617,0.00595071959325016,0.17,0.00774018971158185,0.00100861835200552
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","610","UAE18610","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",17.8,21.5,"UAE18610_ENNEVENT_17.8",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00577271373021357,0.121,0.00527368429267461,0.0006964861197089
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","611","UAE18611","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.6,22.7,"UAE18611_ENNEVENT_18.6",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00553159807356733,0.122,0.00470173948541727,0.000672991888609288
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","612","UAE18612","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.6,22.4,"UAE18612_ENNEVENT_18.6",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00558965607504552,0.131,0.00520698723290748,0.000730202254878168
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","613","UAE18613","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16.2,19.6,"UAE18613_ENNEVENT_16.2",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00620955830010939,0.078,0.00412456395444673,0.000482844869241043
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","614","UAE18614","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",19.1,22.3,"UAE18614_ENNEVENT_19.1",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00560932643476539,0.134,0.00538123742846176,0.000749545554071972
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","615","UAE18615","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.9,22.9,"UAE18615_ENNEVENT_18.9",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00549366699935085,0.135,0.00509636651826844,0.00073961159486138
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","616","UAE18616","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",17.9,21.5,"UAE18616_ENNEVENT_17.9",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00577271373021357,0.093,0.00405332759684908,0.00053531577795808
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","617","UAE18617","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",19.6,24.4,"UAE18617_ENNEVENT_19.6",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00522737340541495,0.16,0.00516223408940702,0.000834197514349242
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","618","UAE18618","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.8,21.4,"UAE18618_ENNEVENT_18.8",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00579392396452604,0.115,0.00506355885219527,0.000664374729025912
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","619","UAE18619","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.5,21.8,"UAE18619_ENNEVENT_18.5",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00571015524593396,0.127,0.00536818517353952,0.000723123178590303
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","620","UAE18620","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",19.5,23.4,"UAE18620_ENNEVENT_19.5",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00540143809828907,0.155,0.00555543373337599,0.000834965866965602
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","621","UAE18621","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",17.6,21.3,"UAE18621_ENNEVENT_17.6",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00581531693341755,0.111,0.00493750771200113,0.000643626918508213
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","622","UAE18622","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.6,22.6,"UAE18622_ENNEVENT_18.6",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.0055507939175823,0.124,0.00482833989681818,0.000686391674030732
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","623","UAE18623","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",17.6,20.4,"UAE18623_ENNEVENT_17.6",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00601650275140924,0.106,0.00516723524324543,0.000635834623259072
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","624","UAE18624","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",19.4,23.1,"UAE18624_ENNEVENT_19.4",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00545633732667048,0.154,0.00569444508756286,0.000837987697510947
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","625","UAE18625","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.4,21.6,"UAE18625_ENNEVENT_18.4",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00575168378957655,0.111,0.00478872349006134,0.000636604372115158
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","626","UAE18626","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.6,23.1,"UAE18626_ENNEVENT_18.6",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00545633732667048,0.139,0.00513979134526778,0.000756365519181959
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","627","UAE18627","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16.7,19.1,"UAE18627_ENNEVENT_16.7",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00633777016791676,0.093,0.00517480715075038,0.000587548784349889
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","628","UAE18628","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.1,20.5,"UAE18628_ENNEVENT_18.1",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00599334749083741,0.111,0.00535624601469662,0.000663271976360563
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","629","UAE18629","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",17.4,21.3,"UAE18629_ENNEVENT_17.4",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00581531693341755,0.113,0.00502647181492007,0.000655223799922775
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","630","UAE18630","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.6,22.4,"UAE18630_ENNEVENT_18.6",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00558965607504552,0.118,0.00469026330903116,0.000657739435691785
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","631","UAE18631","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",17.4,21.4,"UAE18631_ENNEVENT_17.4",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00579392396452604,0.115,0.00506355885219527,0.000664374729025912
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","632","UAE18632","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16.2,19.9,"UAE18632_ENNEVENT_16.2",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00613548733495983,0.093,0.00476992148231627,0.000568853441107747
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","633","UAE18633","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",17.6,21,"UAE18633_ENNEVENT_17.6",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00588061734233834,0.096,0.00440274815323582,0.000562882594175019
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","634","UAE18634","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.1,21.2,"UAE18634_ENNEVENT_18.1",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00583689512307757,0.105,0.00471844228428502,0.000611088822291191
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","635","UAE18635","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16.6,19.8,"UAE18635_ENNEVENT_16.6",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00615994777473228,0.095,0.00492231061360253,0.000583396348336113
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","636","UAE18636","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.3,21.2,"UAE18636_ENNEVENT_18.3",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00583689512307757,0.112,0.00503300510323736,0.000651828077110604
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","637","UAE18637","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16.6,18.9,"UAE18637_ENNEVENT_16.6",25.48209,56.36566,"Vial","Enn. ventermaculus",5.9648003578186,0.00639080614125645,0.082,0.00465687005676166,0.000522375126579459
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","638","UAE18638","Blenniidae","Ecsenius","pulcher","ECSEPULC",36.1,44.1,"UAE18638_ECSEPULC_36.1",25.48209,56.36566,"Comm","Ecs. pulcher",0.569602638483047,0.00103399972509501,0.962,0.00672174207257702,0.00099419364898252
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","639","UAE18639","Blenniidae","Ecsenius","pulcher","ECSEPULC",38.4,46.4,"UAE18639_ECSEPULC_38.4",25.48209,56.36566,"Comm","Ecs. pulcher",0.569602638483047,0.000994458092608793,1.114,0.00713840119162149,0.0011072756542955
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","640","UAE18640","Blenniidae","Ecsenius","pulcher","ECSEPULC",33.8,41,"UAE18640_ECSEPULC_33.8",25.48209,56.36566,"Comm","Ecs. pulcher",0.569602638483047,0.00109353674914239,0.864,0.00680089397434521,0.000944299344140305
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","641","UAE18641","Blenniidae","Ecsenius","pulcher","ECSEPULC",55.6,70.1,"UAE18641_ECSEPULC_55.6",25.48209,56.36566,"Comm","Ecs. pulcher",0.569602638483047,0.000725721250745299,2.826,0.00751040594163253,0.00205014424800306
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","642","UAE18642","Blenniidae","Ecsenius","pulcher","ECSEPULC",45.7,56.8,"UAE18642_ECSEPULC_45.7",25.48209,56.36566,"Comm","Ecs. pulcher",0.569602638483047,0.000851927675226763,1.904,0.00833132951740265,0.00162137954651415
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","643","UAE18643","Gobiidae","Coryogalops","anomalus","CORYANOM",26,31.2,"UAE18643_CORYANOM_26",25.48209,56.36566,"Vial","Cor. anomalus",2.13704252243042,0.00250407346472422,0.336,0.00508805006443824,0.000840316138383262
"GoO","SharmRock","SharmRockIII","B14","Rockyreef","3/5/18",8.2,290,"UAE18","644","UAE18644","Gobiidae","Coryogalops","anomalus","CORYANOM",21.7,26.7,"UAE18644_CORYANOM_21.7",25.48209,56.36566,"Vial","Cor. anomalus",2.13704252243042,0.00282619699843044,0.226,0.00467916171446582,0.000637818796319236
